datetime,substation,feeder,FVHI,FVHD,FVLI,FVLD,FVSM,FCHI,FCHD,FCLI,FCLD,FCSM
2024-01-04 22:00,Sub2,F1,361,142,95,28,39,310,145,117,48,33
2024-01-04 23:00,Sub2,F1,359,150,126,79,51,342,121,97,15,44
2024-01-05 00:00,Sub2,F1,336,149,98,41,33,217,118,43,59,48
2024-01-05 01:00,Sub2,F1,340,141,95,45,28,257,165,75,89,7
2024-01-05 02:00,Sub2,F1,321,161,105,46,54,299,74,51,33,11
2024-01-05 03:00,Sub2,F1,350,138,92,73,19,232,84,72,27,31
2024-01-05 04:00,Sub2,F1,323,176,116,55,15,250,111,44,75,32
2024-01-05 05:00,Sub2,F1,333,165,110,51,26,231,70,107,37,12
2024-01-05 06:00,Sub2,F1,325,139,92,45,56,343,91,48,87,39
2024-01-05 07:00,Sub2,F1,360,168,139,74,19,201,81,62,22,22
2024-01-05 08:00,Sub2,F1,308,160,131,90,47,339,134,43,65,13
2024-01-05 09:00,Sub2,F1,345,134,88,47,16,308,175,49,79,25
2024-01-05 10:00,Sub2,F1,343,124,83,45,55,238,120,124,87,31
2024-01-05 11:00,Sub2,F1,332,158,105,29,42,260,75,69,79,29
2024-01-05 12:00,Sub2,F1,342,146,98,81,18,255,102,127,25,20
2024-01-05 13:00,Sub2,F1,318,152,100,38,34,231,74,71,62,11
2024-01-05 14:00,Sub2,F1,364,158,109,28,55,281,132,81,65,14
2024-01-05 15:00,Sub2,F1,346,168,112,56,44,343,171,44,76,10
2024-01-05 16:00,Sub2,F1,363,161,109,43,11,219,97,124,30,10
2024-01-05 17:00,Sub2,F1,334,155,102,44,39,204,74,91,29,10
2024-01-05 18:00,Sub2,F1,370,162,112,34,22,296,139,113,57,22
2024-01-05 19:00,Sub2,F1,322,180,120,28,12,306,179,88,76,42
2024-01-05 20:00,Sub2,F1,345,139,93,71,40,286,121,109,28,49
2024-01-05 21:00,Sub2,F1,358,144,96,51,53,262,160,120,20,5
2024-01-05 22:00,Sub2,F1,347,157,105,82,31,332,141,90,46,35
2024-01-05 23:00,Sub2,F1,357,160,108,38,29,238,170,76,85,36
2024-01-06 00:00,Sub2,F1,339,180,120,48,31,317,128,59,86,26
2024-01-06 01:00,Sub2,F1,376,194,136,37,53,311,78,76,29,33
2024-01-06 02:00,Sub2,F1,358,171,117,46,14,298,130,110,28,30
2024-01-06 03:00,Sub2,F1,337,155,103,29,51,280,169,103,21,36
2024-01-06 04:00,Sub2,F1,352,149,102,88,53,239,93,47,24,21
2024-01-06 05:00,Sub2,F1,354,168,115,50,55,242,153,83,54,36
2024-01-06 06:00,Sub2,F1,375,161,112,82,21,277,129,129,57,48
2024-01-06 07:00,Sub2,F1,337,162,109,42,27,225,95,95,65,6
2024-01-06 08:00,Sub2,F1,331,163,109,40,28,264,175,83,16,33
2024-01-06 09:00,Sub2,F1,348,145,98,29,25,305,125,66,31,38
2024-01-06 10:00,Sub2,F1,329,149,98,38,49,203,109,57,77,23
2024-01-06 11:00,Sub2,F1,337,140,92,96,37,222,159,127,70,26
2024-01-06 12:00,Sub2,F1,362,147,100,83,36,338,121,64,82,7
2024-01-06 13:00,Sub2,F1,352,143,96,80,16,245,129,58,22,8
2024-01-06 14:00,Sub2,F1,377,159,109,62,28,270,104,88,38,38
2024-01-06 15:00,Sub2,F1,360,156,107,51,45,242,70,106,54,11
2024-01-06 16:00,Sub2,F1,341,158,107,88,32,264,122,117,86,24
2024-01-06 17:00,Sub2,F1,323,156,103,44,58,233,116,122,68,24
2024-01-06 18:00,Sub2,F1,321,152,100,57,15,309,171,117,68,5
2024-01-06 19:00,Sub2,F1,332,150,98,89,41,346,97,72,36,7
2024-01-06 20:00,Sub2,F1,357,166,114,34,24,318,142,84,84,43
2024-01-06 21:00,Sub2,F1,363,153,104,84,35,283,139,44,81,34
2024-01-06 22:00,Sub2,F1,345,174,116,34,31,295,138,118,32,26
2024-01-06 23:00,Sub2,F1,333,165,110,87,59,258,166,134,16,38
2024-01-07 00:00,Sub2,F1,350,174,118,99,18,205,99,42,28,10
2024-01-07 01:00,Sub2,F1,360,174,120,27,27,323,130,118,71,5
2024-01-07 02:00,Sub2,F1,346,165,111,20,19,237,70,88,68,8
2024-01-07 03:00,Sub2,F1,381,165,115,80,28,206,173,104,31,26
2024-01-07 04:00,Sub2,F1,358,151,103,66,29,305,165,94,72,14
2024-01-07 05:00,Sub2,F1,323,147,98,36,36,339,165,100,34,47
2024-01-07 06:00,Sub2,F1,326,146,105,94,48,212,118,110,86,27
2024-01-07 07:00,Sub2,F1,365,174,120,31,51,347,94,87,49,45
2024-01-07 08:00,Sub2,F1,326,149,98,56,59,258,166,91,24,8
2024-01-07 09:00,Sub2,F1,344,160,107,65,17,213,106,93,35,48
2024-01-07 10:00,Sub2,F1,351,159,108,61,10,295,91,66,32,14
2024-01-07 11:00,Sub2,F1,343,144,119,94,52,342,88,47,42,24
2024-01-07 12:00,Sub2,F1,349,148,99,65,33,257,99,41,42,12
2024-01-07 13:00,Sub2,F1,349,162,109,71,23,346,132,96,53,31
2024-01-07 14:00,Sub2,F1,380,147,101,98,13,200,114,101,84,31
2024-01-07 15:00,Sub2,F1,335,146,97,60,51,305,159,123,16,26
2024-01-07 16:00,Sub2,F1,342,145,97,91,10,349,81,137,22,24
2024-01-07 17:00,Sub2,F1,333,162,107,35,11,314,176,111,58,10
2024-01-07 18:00,Sub2,F1,368,148,102,65,14,207,77,131,60,11
2024-01-07 19:00,Sub2,F1,367,147,100,92,32,202,131,57,45,11
2024-01-07 20:00,Sub2,F1,373,157,107,92,34,292,128,67,21,33
2024-01-07 21:00,Sub2,F1,328,157,104,31,50,242,72,138,60,16
2024-01-07 22:00,Sub2,F1,338,156,104,32,25,273,156,106,20,34
2024-01-07 23:00,Sub2,F1,355,172,119,31,49,279,170,72,32,42
2024-01-08 00:00,Sub2,F1,373,147,110,34,14,230,91,139,50,36
2024-01-08 01:00,Sub2,F1,332,165,110,82,41,322,89,84,63,11
2024-01-08 02:00,Sub2,F1,323,152,99,45,31,263,83,97,83,31
2024-01-08 03:00,Sub2,F1,347,158,107,66,32,298,100,47,19,28
2024-01-08 04:00,Sub2,F1,326,136,89,66,52,319,90,69,27,20
2024-01-08 05:00,Sub2,F1,371,155,106,82,45,206,121,132,37,7
2024-01-08 06:00,Sub2,F1,325,152,102,81,18,233,146,68,77,34
2024-01-08 07:00,Sub2,F1,331,168,111,24,29,322,150,103,62,8
2024-01-08 08:00,Sub2,F1,335,155,105,63,46,314,110,106,36,21
2024-01-08 09:00,Sub2,F1,343,156,106,63,18,204,172,124,81,33
2024-01-08 10:00,Sub2,F1,360,164,112,73,22,219,122,123,27,21
2024-01-08 11:00,Sub2,F1,317,140,91,59,34,338,109,55,55,48
2024-01-08 12:00,Sub2,F1,324,168,134,29,17,260,178,57,63,7
2024-01-08 13:00,Sub2,F1,325,158,105,35,33,248,151,88,85,16
2024-01-08 14:00,Sub2,F1,328,175,116,45,19,204,115,80,59,23
2024-01-08 15:00,Sub2,F1,347,181,121,22,47,346,121,42,55,24
2024-01-08 16:00,Sub2,F1,338,142,93,52,51,242,151,41,67,18
2024-01-08 17:00,Sub2,F1,321,173,114,20,31,303,130,71,27,22
2024-01-08 18:00,Sub2,F1,363,156,106,54,33,201,107,83,25,10
2024-01-08 19:00,Sub2,F1,373,159,110,74,55,266,100,41,86,38
2024-01-08 20:00,Sub2,F1,358,149,101,83,46,226,81,138,72,42
2024-01-08 21:00,Sub2,F1,340,169,113,38,18,297,124,112,27,18
2024-01-08 22:00,Sub2,F1,336,157,104,92,28,272,118,96,51,43
2024-01-08 23:00,Sub2,F1,351,177,119,42,52,274,132,137,27,24
2024-01-09 00:00,Sub2,F1,336,162,109,98,59,329,137,49,80,25
2024-01-09 01:00,Sub2,F1,355,143,95,91,35,254,152,89,68,18
2024-01-09 02:00,Sub2,F1,384,160,111,74,44,204,107,127,75,40
2024-01-09 03:00,Sub2,F1,313,165,109,94,52,277,140,79,89,29
2024-01-09 04:00,Sub2,F1,330,153,103,22,43,297,111,44,72,47
2024-01-09 05:00,Sub2,F1,357,158,107,34,54,311,76,106,34,45
2024-01-09 06:00,Sub2,F1,346,168,114,66,44,276,178,62,89,32
2024-01-09 07:00,Sub2,F1,353,148,99,66,10,334,129,113,46,32
2024-01-09 08:00,Sub2,F1,339,158,106,31,37,285,101,104,29,15
2024-01-09 09:00,Sub2,F1,343,145,97,93,52,287,87,81,49,11
2024-01-09 10:00,Sub2,F1,327,157,104,99,21,311,89,126,79,46
2024-01-09 11:00,Sub2,F1,348,146,98,68,19,331,107,67,79,45
2024-01-09 12:00,Sub2,F1,330,165,111,79,26,215,144,41,49,23
2024-01-09 13:00,Sub2,F1,341,173,116,21,11,299,161,109,89,29
2024-01-09 14:00,Sub2,F1,328,164,108,74,45,343,135,72,59,25
2024-01-09 15:00,Sub2,F1,329,147,96,54,53,230,110,63,22,45
2024-01-09 16:00,Sub2,F1,359,170,114,66,44,336,169,48,19,34
2024-01-09 17:00,Sub2,F1,360,166,137,52,34,324,141,89,55,37
2024-01-09 18:00,Sub2,F1,376,148,102,32,26,320,124,112,62,14
2024-01-09 19:00,Sub2,F1,329,183,122,76,43,244,154,91,43,41
2024-01-09 20:00,Sub2,F1,345,168,113,44,25,223,161,110,15,8
2024-01-09 21:00,Sub2,F1,352,151,100,99,23,202,71,63,32,36
2024-01-09 22:00,Sub2,F1,347,139,92,47,11,348,79,92,42,26
2024-01-09 23:00,Sub2,F1,362,152,103,97,18,316,70,59,52,41
2024-01-10 00:00,Sub2,F1,341,151,100,77,38,252,97,89,17,22
2024-01-10 01:00,Sub2,F1,359,146,99,97,21,349,174,106,50,34
2024-01-10 02:00,Sub2,F1,360,164,110,35,22,318,126,92,64,35
2024-01-10 03:00,Sub2,F1,330,188,125,41,38,280,171,54,16,44
2024-01-10 04:00,Sub2,F1,345,153,102,86,30,346,91,62,63,34
2024-01-10 05:00,Sub2,F1,316,134,86,74,56,307,97,78,50,12
2024-01-10 06:00,Sub2,F1,359,162,111,97,11,301,162,117,89,29
2024-01-10 07:00,Sub2,F1,324,154,99,76,26,311,113,87,88,49
2024-01-10 08:00,Sub2,F1,340,151,101,42,44,310,151,111,50,26
2024-01-10 09:00,Sub2,F1,335,155,104,70,40,226,143,74,26,13
2024-01-10 10:00,Sub2,F1,346,162,108,68,33,288,135,108,69,13
2024-01-10 11:00,Sub2,F1,326,151,99,20,54,333,75,136,77,45
2024-01-10 12:00,Sub2,F1,327,162,109,94,36,231,77,59,43,14
2024-01-10 13:00,Sub2,F1,345,134,89,30,39,219,148,75,69,10
2024-01-10 14:00,Sub2,F1,331,176,119,42,50,245,162,46,21,20
2024-01-10 15:00,Sub2,F1,332,158,104,37,17,302,95,76,26,10
2024-01-10 16:00,Sub2,F1,332,160,116,68,57,284,153,87,62,37
2024-01-10 17:00,Sub2,F1,359,165,112,89,47,219,112,82,69,30
2024-01-10 18:00,Sub2,F1,344,160,107,97,59,236,129,60,22,19
2024-01-10 19:00,Sub2,F1,348,157,106,77,31,335,76,136,47,35
2024-01-10 20:00,Sub2,F1,351,149,99,65,48,215,150,130,34,42
2024-01-10 21:00,Sub2,F1,367,154,106,70,20,290,159,80,86,37
2024-01-10 22:00,Sub2,F1,365,158,107,98,26,296,84,88,29,14
2024-01-10 23:00,Sub2,F1,353,140,93,91,58,222,77,60,19,8
2024-01-11 00:00,Sub2,F1,336,127,82,20,16,277,155,63,58,11
2024-01-11 01:00,Sub2,F1,326,149,100,34,51,279,75,138,76,45
2024-01-11 02:00,Sub2,F1,353,163,108,45,59,305,102,59,34,28
2024-01-11 03:00,Sub2,F1,343,146,96,63,37,343,113,111,49,15
2024-01-11 04:00,Sub2,F1,334,151,98,80,18,250,171,101,29,31
2024-01-11 05:00,Sub2,F1,350,138,91,70,17,345,173,44,66,14
2024-01-11 06:00,Sub2,F1,323,145,94,77,25,349,167,49,28,7
2024-01-11 07:00,Sub2,F1,360,164,112,49,18,271,126,61,68,6
2024-01-11 08:00,Sub2,F1,327,166,109,43,47,260,85,122,61,46
2024-01-11 09:00,Sub2,F1,338,133,89,85,51,221,98,49,89,22
2024-01-11 10:00,Sub2,F1,318,164,109,80,50,289,156,126,24,20
2024-01-11 11:00,Sub2,F1,332,153,102,26,45,317,108,43,71,34
2024-01-11 12:00,Sub2,F1,332,153,102,26,26,311,108,100,61,7
2024-01-11 13:00,Sub2,F1,382,173,120,64,58,222,95,85,78,41
2024-01-11 14:00,Sub2,F1,347,146,99,40,25,201,113,67,61,35
2024-01-11 15:00,Sub2,F1,355,162,109,55,16,330,109,122,86,13
2024-01-11 16:00,Sub2,F1,344,153,103,79,49,258,94,92,17,38
2024-01-11 17:00,Sub2,F1,327,166,110,57,22,335,95,105,60,14
2024-01-11 18:00,Sub2,F1,361,154,105,83,48,223,121,79,58,19
2024-01-11 19:00,Sub2,F1,353,163,133,83,28,324,154,137,35,36
2024-01-11 20:00,Sub2,F1,365,139,93,37,44,346,134,55,25,41
2024-01-11 21:00,Sub2,F1,364,158,107,93,31,243,158,75,83,16
2024-01-11 22:00,Sub2,F1,346,176,132,66,16,245,177,93,23,16
2024-01-11 23:00,Sub2,F1,324,167,109,90,44,240,140,138,67,22
2024-01-12 00:00,Sub2,F1,340,156,104,75,41,298,119,113,87,18
2024-01-12 01:00,Sub2,F1,333,152,101,22,42,233,134,117,72,37
2024-01-12 02:00,Sub2,F1,354,162,135,37,15,238,71,99,34,37
2024-01-12 03:00,Sub2,F1,364,149,102,72,20,309,159,68,80,42
2024-01-12 04:00,Sub2,F1,337,151,100,82,18,282,172,106,28,33
2024-01-12 05:00,Sub2,F1,319,137,109,47,56,201,169,53,38,32
2024-01-12 06:00,Sub2,F1,322,147,97,73,11,314,139,45,48,26
2024-01-12 07:00,Sub2,F1,354,144,97,74,59,225,121,94,21,25
2024-01-12 08:00,Sub2,F1,341,141,93,38,35,333,96,114,70,11
2024-01-12 09:00,Sub2,F1,362,171,117,73,19,272,166,53,22,44
2024-01-12 10:00,Sub2,F1,342,173,117,78,16,237,73,133,74,29
2024-01-12 11:00,Sub2,F1,356,163,111,81,14,204,125,85,80,6
2024-01-12 12:00,Sub2,F1,343,142,96,56,17,206,111,62,26,35
2024-01-12 13:00,Sub2,F1,338,141,94,62,28,220,101,61,42,32
2024-01-12 14:00,Sub2,F1,349,136,91,27,14,223,95,95,25,24
2024-01-12 15:00,Sub2,F1,349,169,111,99,34,306,174,67,22,20
2024-01-12 16:00,Sub2,F1,366,154,104,51,42,337,175,49,70,19
2024-01-12 17:00,Sub2,F1,349,133,88,48,12,230,81,113,53,8
2024-01-12 18:00,Sub2,F1,318,172,113,36,48,296,159,128,60,42
2024-01-12 19:00,Sub2,F1,336,163,106,77,53,250,143,64,79,22
2024-01-12 20:00,Sub2,F1,359,161,110,60,24,217,123,119,27,20
2024-01-12 21:00,Sub2,F1,320,168,109,93,54,331,107,136,47,29
2024-01-12 22:00,Sub2,F1,334,159,106,21,45,320,78,85,16,38
2024-01-12 23:00,Sub2,F1,359,170,116,91,21,297,148,87,62,25
2024-01-13 00:00,Sub2,F1,357,157,107,68,35,322,171,69,87,11
2024-01-13 01:00,Sub2,F1,380,157,107,84,44,332,82,108,39,45
2024-01-13 02:00,Sub2,F1,351,156,105,64,10,292,162,122,76,7
2024-01-13 03:00,Sub2,F1,315,174,115,67,57,245,101,97,71,9
2024-01-13 04:00,Sub2,F1,322,162,106,78,59,281,76,109,49,48
2024-01-13 05:00,Sub2,F1,334,154,102,51,13,328,126,77,60,43
2024-01-13 06:00,Sub2,F1,339,156,103,52,37,296,135,74,48,10
2024-01-13 07:00,Sub2,F1,372,163,111,55,31,290,116,84,74,15
2024-01-13 08:00,Sub2,F1,353,146,99,61,32,340,136,64,84,43
2024-01-13 09:00,Sub2,F1,348,164,112,90,41,338,159,55,50,30
2024-01-13 10:00,Sub2,F1,337,177,118,92,26,229,155,73,59,49
2024-01-13 11:00,Sub2,F1,368,159,109,87,25,306,70,41,64,9
2024-01-13 12:00,Sub2,F1,358,149,102,20,25,215,123,72,48,15
2024-01-13 13:00,Sub2,F1,305,152,97,23,46,263,114,67,65,16
2024-01-13 14:00,Sub2,F1,351,165,112,42,56,270,140,81,28,18
2024-01-13 15:00,Sub2,F1,335,158,105,25,20,242,135,112,58,31
2024-01-13 16:00,Sub2,F1,359,166,113,26,59,216,73,109,78,39
2024-01-13 17:00,Sub2,F1,332,162,107,47,53,318,124,137,85,26
2024-01-13 18:00,Sub2,F1,356,156,106,67,47,276,155,64,70,39
2024-01-13 19:00,Sub2,F1,347,148,98,34,53,328,107,58,85,7
2024-01-13 20:00,Sub2,F1,352,149,100,83,42,216,73,68,18,5
2024-01-13 21:00,Sub2,F1,352,172,117,31,54,224,71,67,43,25
2024-01-13 22:00,Sub2,F1,329,147,98,85,54,239,122,133,35,17
2024-01-13 23:00,Sub2,F1,343,143,95,43,45,248,95,135,69,20
2024-01-14 00:00,Sub2,F1,339,157,106,89,56,264,172,56,77,24
2024-01-14 01:00,Sub2,F1,341,165,130,36,35,273,148,59,60,25
2024-01-14 02:00,Sub2,F1,348,173,117,92,23,313,176,138,71,43
2024-01-14 03:00,Sub2,F1,339,169,113,63,22,201,136,123,36,15
2024-01-14 04:00,Sub2,F1,361,163,110,49,56,244,94,132,25,42
2024-01-14 05:00,Sub2,F1,370,151,104,63,48,263,118,79,74,8
2024-01-14 06:00,Sub2,F1,349,149,98,27,57,239,71,101,66,38
2024-01-14 07:00,Sub2,F1,322,158,104,36,16,349,116,54,19,6
2024-01-14 08:00,Sub2,F1,340,161,108,97,20,271,126,84,51,17
2024-01-14 09:00,Sub2,F1,356,190,129,37,12,209,121,61,34,30
2024-01-14 10:00,Sub2,F1,344,167,112,86,31,328,103,68,31,26
2024-01-14 11:00,Sub2,F1,323,145,95,65,11,263,161,79,26,28
2024-01-14 12:00,Sub2,F1,348,151,101,85,41,221,165,101,69,18
2024-01-14 13:00,Sub2,F1,330,167,110,62,21,268,88,93,47,36
2024-01-14 14:00,Sub2,F1,342,140,94,45,59,285,86,111,28,7
2024-01-14 15:00,Sub2,F1,344,180,122,61,42,334,142,133,75,14
2024-01-14 16:00,Sub2,F1,345,156,105,20,44,200,141,75,54,8
2024-01-14 17:00,Sub2,F1,351,132,89,28,36,325,148,88,89,20
2024-01-14 18:00,Sub2,F1,331,177,119,69,51,285,94,113,63,30
2024-01-14 19:00,Sub2,F1,352,131,86,97,43,331,126,75,48,43
2024-01-14 20:00,Sub2,F1,356,142,95,81,31,261,110,55,55,44
2024-01-14 21:00,Sub2,F1,360,170,136,42,24,303,115,74,39,43
2024-01-14 22:00,Sub2,F1,355,152,103,85,22,340,76,67,18,39
2024-01-14 23:00,Sub2,F1,329,138,90,40,20,302,112,74,27,24
2024-01-15 00:00,Sub2,F1,342,173,118,61,36,335,133,80,77,49
2024-01-15 01:00,Sub2,F1,368,138,93,34,42,242,134,47,43,9
2024-01-15 02:00,Sub2,F1,311,176,114,82,31,226,97,99,52,25
2024-01-15 03:00,Sub2,F1,343,150,99,55,33,247,167,93,33,13
2024-01-15 04:00,Sub2,F1,352,140,93,31,59,242,153,112,40,24
2024-01-15 05:00,Sub2,F1,314,151,99,85,20,228,168,75,59,12
2024-01-15 06:00,Sub2,F1,316,140,91,48,28,227,71,120,45,29
2024-01-15 07:00,Sub2,F1,337,177,119,77,37,252,154,61,19,22
2024-01-15 08:00,Sub2,F1,356,150,100,26,12,285,104,83,16,22
2024-01-15 09:00,Sub2,F1,345,147,98,31,15,279,147,109,23,16
2024-01-15 10:00,Sub2,F1,328,158,105,84,22,211,77,69,45,13
2024-01-15 11:00,Sub2,F1,328,137,91,22,33,258,106,96,19,33
2024-01-15 12:00,Sub2,F1,336,150,102,90,53,237,141,104,84,42
2024-01-15 13:00,Sub2,F1,333,157,104,93,10,257,162,127,38,25
2024-01-15 14:00,Sub2,F1,347,162,111,43,14,226,149,59,40,27
2024-01-15 15:00,Sub2,F1,331,151,101,99,52,323,171,138,66,14
2024-01-15 16:00,Sub2,F1,346,137,91,49,12,209,83,117,54,31
2024-01-15 17:00,Sub2,F1,370,166,115,35,17,338,87,124,41,26
2024-01-15 18:00,Sub2,F1,333,178,121,67,24,208,162,40,51,19
2024-01-15 19:00,Sub2,F1,349,134,89,88,18,250,166,125,89,13
2024-01-15 20:00,Sub2,F1,338,142,94,30,38,203,146,134,59,7
2024-01-15 21:00,Sub2,F1,355,150,100,43,54,314,126,79,28,23
2024-01-15 22:00,Sub2,F1,353,148,100,40,46,231,94,122,44,46
2024-01-15 23:00,Sub2,F1,321,156,103,21,18,268,156,69,68,26
2024-01-16 00:00,Sub2,F1,348,147,97,20,53,338,163,138,46,32
2024-01-16 01:00,Sub2,F1,372,157,107,52,27,204,104,62,15,15
2024-01-16 02:00,Sub2,F1,327,162,107,38,35,314,149,85,80,46
2024-01-16 03:00,Sub2,F1,337,152,102,42,26,212,113,105,48,30
2024-01-16 04:00,Sub2,F1,345,140,94,75,31,340,143,50,15,22
2024-01-16 05:00,Sub2,F1,346,163,110,80,47,207,174,126,70,44
2024-01-16 06:00,Sub2,F1,328,153,100,61,46,227,105,84,27,34
2024-01-16 07:00,Sub2,F1,332,163,109,93,32,267,88,70,18,43
2024-01-16 08:00,Sub2,F1,335,170,115,55,44,205,94,138,75,21
2024-01-16 09:00,Sub2,F1,326,151,97,39,43,345,148,41,53,14
2024-01-16 10:00,Sub2,F1,349,149,101,39,10,327,91,130,68,32
2024-01-16 11:00,Sub2,F1,335,145,96,29,33,214,104,72,64,13
2024-01-16 12:00,Sub2,F1,344,144,96,57,14,334,119,93,81,45
2024-01-16 13:00,Sub2,F1,358,153,105,57,27,299,158,91,78,7
2024-01-16 14:00,Sub2,F1,339,142,94,54,47,316,98,111,47,34
2024-01-16 15:00,Sub2,F1,360,164,113,91,59,240,169,60,38,36
2024-01-16 16:00,Sub2,F1,318,167,110,37,29,277,114,55,24,14
2024-01-16 17:00,Sub2,F1,356,145,96,60,50,268,94,80,54,13
2024-01-16 18:00,Sub2,F1,331,137,90,24,44,308,127,125,72,21
2024-01-16 19:00,Sub2,F1,372,157,107,42,19,245,117,80,46,41
2024-01-16 20:00,Sub2,F1,362,159,131,58,53,346,105,69,78,10
2024-01-16 21:00,Sub2,F1,340,159,107,42,25,329,130,94,61,46
2024-01-16 22:00,Sub2,F1,338,156,104,32,11,238,118,42,54,37
2024-01-16 23:00,Sub2,F1,374,178,125,93,10,304,135,42,73,37
2024-01-17 00:00,Sub2,F1,350,160,107,58,22,333,157,110,50,49
2024-01-17 01:00,Sub2,F1,371,142,97,55,39,284,155,87,40,19
2024-01-17 02:00,Sub2,F1,351,147,98,81,40,270,97,72,80,38
2024-01-17 03:00,Sub2,F1,323,141,109,99,24,322,136,53,75,10
2024-01-17 04:00,Sub2,F1,354,168,115,78,59,290,130,55,43,46
2024-01-17 05:00,Sub2,F1,361,153,104,93,10,211,94,82,23,31
2024-01-17 06:00,Sub2,F1,345,161,109,63,56,256,106,86,29,11
2024-01-17 07:00,Sub2,F1,319,155,102,62,52,270,142,80,22,15
2024-01-17 08:00,Sub2,F1,356,166,114,74,31,311,167,87,48,33
2024-01-17 09:00,Sub2,F1,365,167,116,48,28,225,95,134,84,17
2024-01-17 10:00,Sub2,F1,358,165,112,83,49,222,128,97,63,24
2024-01-17 11:00,Sub2,F1,351,182,122,77,17,285,84,48,75,18
2024-01-17 12:00,Sub2,F1,376,138,93,90,34,312,115,73,72,30
2024-01-17 13:00,Sub2,F1,346,153,103,94,18,284,123,119,22,21
2024-01-17 14:00,Sub2,F1,328,160,105,75,45,341,160,104,20,12
2024-01-17 15:00,Sub2,F1,337,169,114,92,51,213,134,111,33,27
2024-01-17 16:00,Sub2,F1,322,146,94,34,31,247,151,119,65,22
2024-01-17 17:00,Sub2,F1,334,154,103,67,16,328,132,108,74,43
2024-01-17 18:00,Sub2,F1,352,139,113,97,57,234,153,103,49,20
2024-01-17 19:00,Sub2,F1,337,142,93,23,50,228,85,74,18,27
2024-01-17 20:00,Sub2,F1,350,169,114,54,27,322,159,99,29,12
2024-01-17 21:00,Sub2,F1,355,154,104,73,44,316,97,112,26,26
2024-01-17 22:00,Sub2,F1,360,176,121,86,11,275,126,83,65,35
2024-01-17 23:00,Sub2,F1,369,159,108,35,24,205,119,79,63,10
2024-01-18 00:00,Sub2,F1,343,148,97,50,33,265,81,82,44,11
2024-01-18 01:00,Sub2,F1,354,141,96,34,51,235,109,126,69,19
2024-01-18 02:00,Sub2,F1,364,173,118,54,43,231,77,71,68,9
2024-01-18 03:00,Sub2,F1,346,163,110,97,53,260,106,68,88,43
2024-01-18 04:00,Sub2,F1,323,163,107,65,49,243,98,139,32,33
2024-01-18 05:00,Sub2,F1,329,158,103,85,54,264,173,65,32,30
2024-01-18 06:00,Sub2,F1,371,159,111,85,56,285,111,115,19,15
2024-01-18 07:00,Sub2,F1,331,164,108,61,46,205,107,104,36,47
2024-01-18 08:00,Sub2,F1,321,164,107,88,41,267,90,114,78,40
2024-01-18 09:00,Sub2,F1,342,154,103,86,50,273,147,136,22,15
2024-01-18 10:00,Sub2,F1,327,167,110,81,32,228,119,137,39,20
2024-01-18 11:00,Sub2,F1,361,130,87,89,35,302,74,116,36,28
2024-01-18 12:00,Sub2,F1,318,146,95,94,10,269,177,78,57,46
2024-01-18 13:00,Sub2,F1,366,177,121,96,50,348,179,83,74,11
2024-01-18 14:00,Sub2,F1,352,165,111,20,53,234,102,65,21,34
2024-01-18 15:00,Sub2,F1,340,151,101,76,41,306,143,66,16,44
2024-01-18 16:00,Sub2,F1,354,158,108,45,28,270,75,72,85,36
2024-01-18 17:00,Sub2,F1,346,156,104,75,33,257,131,90,77,21
2024-01-18 18:00,Sub2,F1,335,149,99,63,35,329,86,78,86,11
2024-01-18 19:00,Sub2,F1,353,120,80,77,21,335,158,129,53,45
2024-01-18 20:00,Sub2,F1,338,157,104,21,22,307,102,107,85,9
2024-01-18 21:00,Sub2,F1,368,172,118,49,56,267,126,86,83,16
2024-01-18 22:00,Sub2,F1,357,167,113,70,55,231,124,103,46,11
2024-01-18 23:00,Sub2,F1,329,170,112,92,44,233,116,61,28,18
2024-01-19 00:00,Sub2,F1,341,145,95,47,46,206,102,106,33,5
2024-01-19 01:00,Sub2,F1,375,178,124,56,28,229,162,50,48,6
2024-01-19 02:00,Sub2,F1,340,164,111,71,41,289,115,74,27,35
2024-01-19 03:00,Sub2,F1,317,170,111,68,18,232,155,54,87,18
2024-01-19 04:00,Sub2,F1,334,152,100,52,44,304,178,96,21,30
2024-01-19 05:00,Sub2,F1,355,157,107,29,52,333,175,131,71,9
2024-01-19 06:00,Sub2,F1,316,152,101,98,27,202,82,110,23,43
2024-01-19 07:00,Sub2,F1,337,156,105,54,48,218,177,62,32,14
2024-01-19 08:00,Sub2,F1,342,166,112,46,39,278,103,82,26,44
2024-01-19 09:00,Sub2,F1,353,158,107,57,57,207,155,126,82,31
2024-01-19 10:00,Sub2,F1,347,176,120,63,45,345,122,96,66,11
2024-01-19 11:00,Sub2,F1,334,142,95,27,10,262,134,71,80,46
2024-01-19 12:00,Sub2,F1,325,176,118,65,49,239,139,67,82,27
2024-01-19 13:00,Sub2,F1,347,144,95,34,51,259,90,135,16,31
2024-01-19 14:00,Sub2,F1,375,180,124,47,33,324,154,127,36,12
2024-01-19 15:00,Sub2,F1,345,156,105,63,38,266,73,77,28,21
2024-01-19 16:00,Sub2,F1,369,169,117,34,49,310,100,77,40,7
2024-01-19 17:00,Sub2,F1,342,149,101,30,52,341,111,47,70,17
2024-01-19 18:00,Sub2,F1,350,160,107,22,39,308,105,127,64,47
